measure,location,sex,age,cause,metric,year,val,upper,lower
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2002,1.23713957315e-06,1.9132202903e-06,7.18053965028e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2002,65063.1908741,115722.008627,39366.8922568
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2002,74350.6416163,111395.385463,45227.2497386
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2002,0.00117955601953,0.00203890546393,0.000710405168391
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2002,0.00153955412079,0.00229904877859,0.000932144103136
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2002,1643.56171224,2665.50849103,750.72158707
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2002,1706.15158113,3440.6385568,969.342229771
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2002,2.98053044592e-05,4.93543158299e-05,1.39511985082e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2002,3.53595392371e-05,7.15651533105e-05,2.0284168362e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2003,76454.6174022,100835.807371,53891.8725149
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2003,99852.3055382,151715.626836,67855.3302283
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2003,0.00137712780247,0.00181972570616,0.000983443061474
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2003,0.00205766006701,0.00312455395755,0.00142058132845
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2003,235.210752603,342.392094816,156.235499349
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2003,81.0120388824,131.187496344,46.2787053457
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2003,4.23546211867e-06,6.07410447574e-06,2.80313830343e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2003,1.67021763382e-06,2.7214764161e-06,9.75050812025e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2003,134.090225106,195.533526149,89.516151226
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2003,58.834461272,87.683663962,34.6657233691
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2003,2.41488768877e-06,3.47416149172e-06,1.62837612621e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2003,1.21300227497e-06,1.85186557066e-06,7.24763243405e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2003,63199.8088798,107872.610145,38138.385763
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2003,72094.77326,107212.484353,44237.6582372
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2003,0.00113771105411,0.0019370883302,0.000686334937929
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2003,0.00148506059205,0.00220187632576,0.000921559446605
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2003,1666.64898001,2739.46395734,779.74100645
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2003,1697.35402612,3483.74571887,966.143811101
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2003,3.00054371279e-05,4.92152449169e-05,1.46010650957e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2003,3.49976151486e-05,6.95261233093e-05,2.03546555111e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Number,2004,11194.2573573,15969.8951452,7357.22551561
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Number,2004,1596.32668522,2073.33917397,1150.41022491
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Percent,2004,0.000201550471948,0.000284743797523,0.00013319937112
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Percent,2004,3.28762909541e-05,4.30330430661e-05,2.43052730582e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2004,39481.4974288,53133.0112183,26573.7354136
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2004,18735.3859111,25949.626213,13309.1487236
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.000710870253099,0.000952602303257,0.000484098342682
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.000386049169371,0.000534201928049,0.000279528535351
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Number,2004,392214.861158,511148.398205,280819.930464
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Number,2004,463676.351707,594570.498423,347732.204312
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Percent,2004,0.00706179048796,0.00924879450444,0.00504758418343
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Percent,2004,0.00955237606721,0.0121219500269,0.00736175317933
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Number,2004,319996.783684,406696.369979,243499.817702
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Number,2004,423772.391312,534540.647261,319421.878645
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2004,0.00575900547527,0.00724094152519,0.00438814957489
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2004,0.00872804130159,0.010962138861,0.00669243806224
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Number,2005,11263.9815347,15971.1711342,7522.51338083
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Number,2005,1583.98090836,2065.96585879,1136.81374389
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Percent,2005,0.000203762479675,0.00028466743654,0.000135495761096
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Percent,2005,3.28253298107e-05,4.29913488599e-05,2.41041048516e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2005,40001.6453872,53313.7643825,27235.9040246
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2005,18999.4051054,25720.2105831,13389.9855027
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.000723566483821,0.000965621021139,0.000498350096205
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.000393919605931,0.000540539723908,0.000282897672042
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Number,2005,396488.800172,515617.568233,286274.99607
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Number,2005,450764.593983,579162.880213,337870.038293
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Percent,2005,0.00717197668601,0.00943895842015,0.00509483191798
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Percent,2005,0.00934424301228,0.0119107535888,0.00700907203394
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Number,2005,319006.004141,407787.339906,243611.819112
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Number,2005,407947.394058,512831.850592,304521.938665
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2005,0.0057668614068,0.00730915041491,0.00441765274132
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2005,0.00845382074405,0.0105636740825,0.00638983422813
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2006,77855.0490575,103289.964231,55805.8065862
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2006,95489.0957716,141220.844999,66262.1831986
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2006,0.00141074944156,0.00189124631809,0.000992225872628
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2006,0.00198856740435,0.00298310861877,0.00139369346312
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2006,252.172683252,360.827850451,168.285904188
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2006,77.0087207212,122.947504817,45.8536070681
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2006,4.56916792284e-06,6.65519679712e-06,3.04747782101e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2006,1.60420697855e-06,2.63327048737e-06,9.63738122521e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2006,140.820259776,203.020213168,95.626959054
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2006,56.5019061173,84.0403973176,34.6073417834
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2006,2.55149109198e-06,3.70848708157e-06,1.7118013061e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2006,1.17703814398e-06,1.77338779202e-06,7.14414288138e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2006,59589.2736659,103653.753019,36207.7633231
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2006,67049.168803,98406.1752254,42718.4456438
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2006,0.00107878346762,0.00189125267042,0.000655293567999
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2006,0.00139531032815,0.00205488809761,0.000908448750468
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2006,1800.45464386,2914.34485155,939.69696459
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2006,1726.95803051,3193.10020261,1023.65509887
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2006,3.25848623457e-05,5.22110643791e-05,1.68278469272e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2006,3.59855557646e-05,6.55034410547e-05,2.10866864053e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2007,78280.9828798,102968.707969,56477.7991394
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2007,95527.2497806,140529.808071,67449.6671436
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2007,0.00143004182006,0.00190986754191,0.00100105329164
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2007,0.00200556944363,0.00298965234736,0.00142633837607
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2007,256.795828334,373.897876557,171.322038676
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2007,77.0448741377,122.870484055,46.4559507925
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2007,4.69146802877e-06,6.8542107995e-06,3.12439163081e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2007,1.6180485816e-06,2.59568039367e-06,9.81536944016e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2007,142.685508145,207.137336357,97.8700884265
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2007,56.7011383485,85.4346089074,35.4312404666
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2007,2.60663285694e-06,3.78999588291e-06,1.76786690926e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2007,1.19077669266e-06,1.78211939597e-06,7.29019049713e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2007,58299.8052984,103628.926574,36583.1203149
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2007,67060.7042488,99123.8017831,42940.5781854
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2007,0.00106349356775,0.00186058541626,0.000657651980287
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2007,0.0014065535263,0.00206246985469,0.000917647726415
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2007,1861.95671633,3014.06248251,982.06998998
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2007,1772.48522344,3226.64852955,1072.32318277
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2007,3.39673110191e-05,5.43798405353e-05,1.81476170283e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2007,3.72330864951e-05,6.72292335069e-05,2.21159290083e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Number,2008,405665.903891,537139.162055,289884.450388
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Number,2008,407160.748991,529155.408895,294934.874815
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Percent,2008,0.00744711209401,0.00989196650917,0.00529020114047
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Percent,2008,0.00862495414835,0.0113289418782,0.00634089845832
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Number,2008,322015.571922,409656.245228,245956.60246
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Number,2008,365534.308041,463065.506932,275725.738876
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2008,0.00590648611601,0.00744469258922,0.00455569489355
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2008,0.00773828105551,0.00975042184552,0.00581954472415
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2008,77229.4054836,103611.627151,55279.0769093
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2008,91789.2490027,133867.149201,64421.5067066
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2008,0.00141719099585,0.00192946877479,0.000995070286809
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2008,0.00194371387642,0.00288145963023,0.00137403197166
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2008,256.868383898,380.029608401,170.913465088
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2008,74.0371410311,117.865833887,45.1954201825
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2008,4.71446853731e-06,6.95980820331e-06,3.08848130792e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2008,1.56827133405e-06,2.55193536528e-06,9.46336229214e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Number,2008,11513.1563546,15761.8976402,7872.68531809
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Number,2008,1498.1874909,1949.60935846,1073.18059686
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Percent,2008,0.000211344855044,0.000294540970241,0.000143573516293
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Percent,2008,3.17256252835e-05,4.18988274738e-05,2.28708590709e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2008,42031.3836018,55022.987424,29772.637278
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2008,19678.228104,26069.1940876,14107.8863641
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2008,0.000771514718268,0.00102974108724,0.000537178989596
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2008,0.000416859097235,0.000559585303175,0.000299327613343
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2008,142.090572094,206.239614836,97.1139769424
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2008,54.7232352402,84.5517126312,34.3382406569
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2008,2.60768585692e-06,3.78060390307e-06,1.72895697873e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2008,1.15910472152e-06,1.77716464102e-06,7.13299158529e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2008,55884.6237403,95814.4919281,35608.5956647
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2008,64151.5797556,94016.9266917,42737.9319264
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2008,0.00102391283417,0.0017517535583,0.000644943626297
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2008,0.00135707239959,0.00198747986206,0.000900858742703
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2008,1894.06304218,3088.93251803,1011.11461823
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2008,1756.91554283,2984.82146455,1069.35242893
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2008,3.47061876775e-05,5.5040353524e-05,1.87731870954e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2008,3.72257541743e-05,6.30415608222e-05,2.20610897059e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Number,2007,11566.6810636,15874.1428845,7754.11441565
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Number,2007,1564.5323416,2036.11768065,1123.92358715
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Percent,2007,0.000211386482403,0.000295525398113,0.000142432013074
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Percent,2007,3.28448750922e-05,4.29022008726e-05,2.38561009589e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2007,41581.7229161,55376.6601387,28793.0160378
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2007,19605.998849,26522.6033649,14073.8350861
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2007,0.000759816947103,0.00101441625014,0.000525718769207
YLLs (Years of Life Lost),Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2007,0.000411785367536,0.000554566276226,0.000294950772261
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Number,2007,406834.908061,530709.957371,293541.553094
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Number,2007,430975.036616,552578.194425,319815.236328
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Ischemic heart disease,Percent,2007,0.00743452544815,0.00975494729706,0.00524389431628
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Ischemic heart disease,Percent,2007,0.00905110491958,0.0117085235349,0.00669623814335
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Number,2007,325867.658873,412212.575223,249880.605116
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Number,2007,387969.220894,486644.229695,293507.053578
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2007,0.00595017553013,0.00750048646166,0.00456944246035
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2007,0.00814304550552,0.0102883509692,0.00621417912806
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2004,1701.16162981,2792.22195025,830.479402484
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2004,1706.4584397,3420.41783501,982.461379817
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2004,3.06036936792e-05,5.07761744927e-05,1.47936052141e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2004,3.51711870084e-05,6.79648013301e-05,2.02406455718e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2004,76781.1123575,101233.863306,53451.0165088
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2004,99042.995024,148914.050267,67936.9177718
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2004,0.00138241350994,0.00183599542098,0.000993761557869
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2004,0.0020402438448,0.00309956517135,0.00142851921384
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2004,241.11685347,350.037375951,159.521200155
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2004,80.3200232114,128.155176051,46.9668914227
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2004,4.33968500052e-06,6.35673233211e-06,2.87681528143e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2004,1.65529007906e-06,2.66708705553e-06,9.86256801273e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2004,136.299254499,199.055101258,91.8604374605
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2004,58.5049168897,86.8541900347,35.2833387866
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2004,2.45336400998e-06,3.52709964608e-06,1.67749117852e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2004,1.20575346971e-06,1.82260281284e-06,7.29242107224e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2004,61495.5168503,107176.050734,36885.3846723
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2004,70518.7582296,104551.39062,43667.5579599
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2004,0.00110673006077,0.00191885813432,0.000659325972762
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2004,0.00145186162986,0.00215430771408,0.000913313853826
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2005,76562.0535153,101935.528193,54264.7322716
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2005,96678.6971645,144700.604693,67077.1803568
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2005,0.00138473201362,0.00184084093985,0.000990342713903
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2005,0.00200384163704,0.00306796723239,0.00139564112372
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Number,2005,244.815000735,348.900821792,164.726952249
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Number,2005,78.0886587665,126.297486643,45.5697127746
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Pneumoconiosis,Percent,2005,4.42686372328e-06,6.41409594079e-06,2.9509088819e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Pneumoconiosis,Percent,2005,1.61910985565e-06,2.62948007462e-06,9.71197463936e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Number,2005,137.430060693,197.716132679,93.5879146971
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Number,2005,57.1065369052,83.9072603046,34.8638980421
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2005,2.48514875025e-06,3.58727216278e-06,1.69439476556e-06
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2005,1.18411518085e-06,1.76615773114e-06,7.13917870786e-07
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Number,2005,59631.9067277,103443.436485,36660.8033164
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Number,2005,67922.3902789,101146.141134,42322.545411
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Asthma,Percent,2005,0.00107791107615,0.00186314713621,0.000649130110855
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Asthma,Percent,2005,0.00140693546361,0.00209053450931,0.000897622779562
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2005,1735.06840922,2830.55094399,880.40151358
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2005,1700.31539364,3258.58394009,995.730401904
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2005,3.13489862815e-05,5.12359906116e-05,1.55056054375e-05
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2005,3.52607714951e-05,6.52220272574e-05,2.03756610468e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Number,2009,11767.1414515,16272.1191189,8173.76021817
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Number,2009,1480.87673275,1938.79474696,1071.50001473
YLLs (Years of Life Lost),Nigeria,Male,All Ages,Larynx cancer,Percent,2009,0.000216749227839,0.000295417268677,0.000149220084217
YLLs (Years of Life Lost),Nigeria,Female,All Ages,Larynx cancer,Percent,2009,3.16082324011e-05,4.21728260322e-05,2.26845640552e-05
YLLs (Years of Life Lost),Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2009,43193.3799679,56491.8928736,30974.8578589
