"zone","state","lga","sector","ea","pid","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
1,7,715,1,294,3,1,82,11,,"village elder",82,0
1,7,715,1,294,2,2,48,2,,,48,16
1,7,715,1,294,1,1,68,1,,,68,16
1,7,715,2,780,5,1,42,3,,,42,26
1,7,715,2,780,1,1,38,1,,,38,26
1,7,715,2,780,4,1,41,8,,,41,26
1,7,715,2,780,2,2,28,2,,,10,16
1,7,715,2,780,3,1,40,11,,"community leader",30,16
1,7,717,2,1248,4,1,60,8,,,60,0
1,7,717,2,1248,2,2,34,2,,,34,24
1,7,717,2,1248,1,1,45,1,,,45,26
1,7,717,2,1248,5,1,43,9,,,5,41
1,7,717,2,1248,3,1,32,5,,,32,34
1,7,718,2,1640,4,1,30,9,,,30,26
1,7,718,2,1640,2,2,25,2,,,25,16
1,7,718,2,1640,3,1,42,3,,,38,26
1,7,718,2,1640,1,1,35,1,,,35,26
1,7,718,2,1640,5,1,30,8,,,30,34
1,7,719,1,1612,2,2,35,2,,,12,27
1,7,719,1,1612,3,1,55,3,,,25,42
1,7,719,1,1612,4,1,53,8,,,22,16
1,7,719,1,1612,1,1,72,1,,,20,41
1,7,719,1,1612,5,1,49,9,,,10,26
1,7,722,2,234,3,1,65,6,,,65,16
1,7,722,2,234,2,2,56,2,,,30,16
1,7,722,2,234,4,2,32,7,,,15,41
1,7,722,2,234,1,1,69,1,,,69,26
1,7,722,2,234,6,1,51,6,,,51,16
1,7,722,2,234,5,1,46,6,,,46,26
1,7,722,2,892,4,1,50,6,,,50,26
1,7,722,2,892,2,2,40,2,,,25,16
1,7,722,2,892,3,1,38,6,,,38,26
1,7,722,2,892,5,1,55,6,,,50,21
1,7,722,2,892,1,1,52,1,,,52,26
2,8,805,2,46,4,1,58,5,,,50,34
2,8,805,2,46,6,1,39,8,,,39,41
2,8,805,2,46,5,2,51,8,,,30,28
2,8,805,2,46,1,1,69,1,,,69,41
2,8,805,2,46,2,1,74,9,,,74,52
2,8,805,2,46,3,1,60,3,,,60,31
2,8,812,2,866,6,1,49,9,,,49,51
2,8,812,2,866,1,1,65,1,,,65,31
2,8,812,2,866,2,1,70,3,,,70,28
2,8,812,2,866,5,2,40,8,,,40,16
2,8,812,2,866,3,1,65,3,,,65,28
2,8,812,2,866,4,1,80,3,,,80,14
2,8,813,2,2094,6,1,68,3,,,68,51
2,8,813,2,2094,5,2,45,2,,,45,51
2,8,813,2,2094,3,1,50,9,,,50,51
2,8,813,2,2094,2,1,65,1,,,60,51
2,8,813,2,2094,1,1,60,1,,,60,51
2,8,813,2,2094,4,1,60,5,,,25,51
2,8,815,2,362,1,1,42,1,,,42,42
2,8,815,2,362,2,1,73,3,,,73,0
2,8,815,2,362,3,1,72,6,,,72,41
2,8,815,2,362,4,2,45,8,,,45,0
2,8,815,2,362,5,1,42,5,,,42,34
2,8,820,2,1030,5,1,33,6,,,33,51
2,8,820,2,1030,1,1,43,1,,,43,0
2,8,820,2,1030,3,1,60,9,,,60,0
2,8,820,2,1030,4,1,54,3,,,54,0
2,8,820,2,1030,2,2,33,2,,,33,0
2,8,821,1,5062,6,1,35,3,,,35,51
2,8,821,1,5062,2,1,65,3,,,65,51
2,8,821,1,5062,5,2,30,7,,,30,41
2,8,821,1,5062,3,1,70,9,,,60,51
2,8,821,1,5062,1,1,50,1,,,50,42
2,8,821,1,5062,4,2,27,8,,,27,51
2,8,824,2,768,3,2,45,2,,,45,0
2,8,824,2,768,4,1,38,8,,,38,0
2,8,824,2,768,2,1,84,3,,,84,0
2,8,824,2,768,5,1,46,9,,,46,51
2,8,824,2,768,1,1,35,1,,,35,34
2,8,826,2,926,1,1,65,1,,,65,51
2,8,826,2,926,4,1,60,9,,,60,51
2,8,826,2,926,3,1,31,8,,,31,0
2,8,826,2,926,5,1,71,6,,,71,0
2,8,826,2,926,2,1,71,3,,,71,0
2,8,827,2,804,2,1,82,3,,,82,0
2,8,827,2,804,5,1,52,8,,,52,0
2,8,827,2,804,3,2,54,2,,,54,0
2,8,827,2,804,1,1,63,1,,,63,28
2,8,827,2,804,4,1,60,9,,,60,51
5,9,901,2,398,4,1,43,8,,,43,16
5,9,901,2,398,3,2,65,2,,,65,0
5,9,901,2,398,2,2,68,2,,,68,12
5,9,901,2,398,6,1,62,8,,,62,16
5,9,901,2,398,5,1,66,8,,,66,13
5,9,901,2,398,1,1,74,1,,,74,16
5,9,903,2,48,4,1,42,8,11,"Youth leader",42,15
5,9,903,2,48,1,1,70,8,11,"Deputy village head",40,16
5,9,903,2,48,3,1,46,11,,"Town crier",5,14
5,9,903,2,48,2,2,43,11,,"Deputy women leader",11,25
5,9,903,2,48,5,1,47,8,,,47,14
5,9,905,2,978,1,1,56,8,11,"Village Chief",56,26
5,9,905,2,978,3,2,32,8,,,32,16
5,9,905,2,978,2,1,52,8,,,52,25
5,9,905,2,978,5,2,26,8,,,26,23
5,9,905,2,978,4,1,41,8,,,41,26
5,9,907,2,1446,5,1,32,8,11,"Secretary, village council.",32,26
5,9,907,2,1446,2,1,68,11,8,"Village Chief",68,16
5,9,907,2,1446,3,1,38,8,11,"Chairman, village council",20,34
5,9,907,2,1446,1,1,82,1,,,82,16
5,9,907,2,1446,6,1,30,8,11,"Village Youth's Leader",30,26
5,9,907,2,1446,4,1,47,8,11,"Vice Chairman, village council",47,16
5,9,907,2,1446,7,2,50,8,11,"Village Women's Leader.",50,26
5,9,908,1,278,1,1,55,8,11,"Vice Chairman",30,16
5,9,908,1,278,5,1,32,8,,,7,26
5,9,908,1,278,2,1,35,8,11,"Youth Leader",13,24
5,9,908,1,278,4,1,53,11,,"Village Council Ex-officio",20,16
5,9,908,1,278,3,1,40,11,,"Village Messenger",11,15
5,9,910,2,200,1,1,42,8,11,"Assistant Camp Master",8,26
5,9,910,2,200,5,1,39,8,11,"Camp Ex-officio",8,34
5,9,910,2,200,2,2,37,8,11,"Wife of Assistant Camp Master",37,16
5,9,910,2,200,4,1,34,11,,"Assistant Youth's Leader",5,26
5,9,910,2,200,3,1,38,8,,,7,34
5,9,912,2,102,5,1,62,8,,,62,16
5,9,912,2,102,4,1,45,8,,,45,26
5,9,912,2,102,6,1,65,8,,,65,16
5,9,912,2,102,1,1,62,1,,,62,12
5,9,912,2,102,2,1,58,11,8,"Community Chairman",58,16
5,9,912,2,102,3,2,28,8,,,28,42
5,9,912,2,102,7,1,41,11,,"Councillor representing the Ward",41,41
5,9,913,2,2266,3,1,43,8,11,"Community Council secretary",43,16
5,9,913,2,2266,4,1,33,8,,,33,23
5,9,913,2,2266,1,1,72,1,,,72,16
5,9,913,2,2266,5,1,47,8,,,47,16
5,9,913,2,2266,2,1,51,8,11,"Community Council chairman",51,16
5,9,914,2,1746,1,1,50,1,,,50,16
5,9,914,2,1746,4,2,40,8,,,40,21
5,9,914,2,1746,2,1,49,5,8,,49,34
5,9,914,2,1746,5,1,49,8,,,49,16
5,9,914,2,1746,3,2,37,8,11,"Women's Leader",37,26
5,9,914,2,1746,6,1,40,5,,,40,43
5,9,915,1,1390,3,2,70,8,11,"Women's Leader",70,13
5,9,915,1,1390,2,2,45,2,,,45,16
5,9,915,1,1390,4,1,43,11,,"Youth's Leader",43,16
5,9,915,1,1390,5,1,35,8,,,35,16
5,9,915,1,1390,1,1,73,1,,,73,16
5,9,916,2,1068,5,1,68,8,11,"Village Chief",40,16
5,9,916,2,1068,4,1,64,8,,,30,16
5,9,916,2,1068,2,1,66,8,11,"Village Chief",30,34
5,9,916,2,1068,3,2,65,8,11,"Wife of Village Chief",30,31
5,9,916,2,1068,1,1,83,1,11,"Clan head",50,31
5,9,917,1,1254,5,2,60,8,,,60,0
5,9,917,1,1254,3,1,45,8,,,45,41
5,9,917,1,1254,6,2,70,8,,,70,0
5,9,917,1,1254,1,1,75,1,,,20,26
5,9,917,1,1254,4,1,36,8,,,36,26
5,9,917,1,1254,2,1,46,9,,,46,42
5,9,918,2,834,5,1,42,11,,"Chairman of town union.",42,42
5,9,918,2,834,4,1,38,8,,,38,26
5,9,918,2,834,3,1,72,8,,,72,14
5,9,918,2,834,1,1,63,1,,,63,16
5,9,918,2,834,2,1,65,8,,,65,16
5,10,1001,2,172,1,1,76,1,,,15,26
5,10,1001,2,172,4,1,68,11,,"Obunze of Ishekpe",10,26
5,10,1001,2,172,5,2,59,11,,"Women Leader",5,31
5,10,1001,2,172,2,1,65,3,,,18,43
5,10,1001,2,172,3,1,82,11,,"Obunze of Ogbekenu",20,32
5,10,1005,1,662,4,1,35,11,,"farmer",35,34
5,10,1005,1,662,1,1,34,1,,,30,26
5,10,1005,1,662,3,1,38,6,,,25,42
5,10,1005,1,662,2,1,30,3,,,12,26
5,10,1005,1,662,5,1,39,11,,"farmer",39,26
5,10,1005,1,662,6,2,30,5,,,12,42
5,10,1005,2,1374,3,1,64,3,,,50,26
5,10,1005,2,1374,5,2,55,4,,,50,42
5,10,1005,2,1374,4,1,79,8,,,45,26
5,10,1005,2,1374,2,1,73,3,,,15,26
5,10,1005,2,1374,1,1,69,11,,"Otota",50,43
5,10,1007,1,1166,2,1,68,11,,"Farmrer",30,16
5,10,1007,1,1166,5,2,65,2,,,20,16
5,10,1007,1,1166,3,1,63,11,,"Towncrier",20,16
5,10,1007,1,1166,6,1,49,11,,"Youth",15,22
5,10,1007,1,1166,4,1,50,11,,"Towncrier",10,12
5,10,1007,1,1166,1,1,70,1,,,20,27
5,10,1008,2,1314,4,1,52,11,,"Chairman Health",25,16
5,10,1008,2,1314,3,1,55,11,,"Chairman",25,26
5,10,1008,2,1314,1,1,87,1,,,30,15
5,10,1008,2,1314,2,1,60,11,,"Speaker",30,16
5,10,1008,2,1314,5,2,56,11,,"women Leader",43,0
5,10,1008,2,1718,3,1,55,11,,"Leader",32,26
5,10,1008,2,1718,5,2,56,11,,"Woman Leader",50,16
5,10,1008,2,1718,1,1,97,1,,,50,0
5,10,1008,2,1718,4,1,39,11,,"Youth",34,24
5,10,1008,2,1718,2,1,55,11,,"Chairman",25,34
5,10,1008,2,1718,6,1,38,11,,"Youth",25,22
5,10,1010,2,20,6,2,62,9,,,40,26
5,10,1010,2,20,2,1,68,11,,"Palace Secretary",17,42
5,10,1010,2,20,5,2,50,5,,,25,34
5,10,1010,2,20,4,1,63,11,,"P. R.O.  CDC",50,34
5,10,1010,2,20,1,1,58,1,,,40,26
5,10,1010,2,20,3,1,59,11,,"Secretary Bright/Wed",45,34
5,10,1012,2,936,4,1,49,8,,,10,26
5,10,1012,2,936,2,1,56,3,,,3,41
5,10,1012,2,936,5,1,18,11,,"Youth",7,26
5,10,1012,2,936,1,1,54,1,,,7,42
5,10,1012,2,936,3,2,63,11,,"Women Leader",11,41
5,10,1014,2,80,6,1,61,3,,,8,32
5,10,1014,2,80,9,1,45,3,,,21,26
5,10,1014,2,80,8,1,70,3,,,10,26
5,10,1014,2,80,1,1,57,1,,,10,43
5,10,1014,2,80,10,2,79,2,,,54,0
5,10,1014,2,80,7,1,53,3,,,18,26
5,10,1018,1,634,5,1,42,8,,,42,26
5,10,1018,1,634,1,1,53,11,,"President  General",53,26
5,10,1018,1,634,4,2,40,8,,,40,26
5,10,1018,1,634,3,1,63,8,,,10,26
5,10,1018,1,634,2,1,42,11,,"Speaker",42,26
5,10,1018,2,898,2,1,40,11,,"Vice. President",40,31
5,10,1018,2,898,6,2,48,11,,"Women Speaker",48,23
5,10,1018,2,898,5,1,31,11,,"Treasurer",31,26
5,10,1018,2,898,4,1,49,11,,"SPEAKER",10,26
5,10,1018,2,898,1,1,45,11,,"President General",40,26
5,10,1018,2,898,3,1,45,11,,"Secretary",45,42
5,10,1020,1,38,2,1,40,11,,"V. President",20,26
5,10,1020,1,38,5,1,42,8,,,18,26
5,10,1020,1,38,4,2,30,8,,,15,26
5,10,1020,1,38,3,1,48,11,,"Assist.Secretary",15,41
5,10,1020,1,38,1,1,52,11,,"President General",15,42
5,10,1021,2,120,3,1,89,3,,,30,16
5,10,1021,2,120,7,1,54,11,,"King Rep.",20,42
5,10,1021,2,120,2,1,80,11,,"king Crowner",50,16
5,10,1021,2,120,6,1,62,11,,"Palace Chief",30,34
5,10,1021,2,120,1,1,79,11,,"Spokesman",54,42
5,10,1021,2,120,4,1,70,3,,,45,26
5,10,1021,2,120,5,1,76,11,,"Palace Secretary.",50,42
5,10,1025,2,1774,5,2,36,11,,"Treasurer",36,34
5,10,1025,2,1774,2,1,37,11,,"V. Chairman",18,34
5,10,1025,2,1774,3,2,42,11,,"Secretary",25,26
5,10,1025,2,1774,1,1,39,11,,"Chairman",39,42
5,10,1025,2,1774,4,1,31,11,,"PRO",30,42
4,11,1101,2,154,3,1,52,8,,,52,0
4,11,1101,2,154,1,1,45,1,,,30,26
4,11,1101,2,154,5,1,43,8,,,43,26
4,11,1101,2,154,7,2,42,2,,,18,26
4,11,1101,2,154,2,1,48,3,,,48,16
4,11,1101,2,154,4,1,57,8,,,57,0
4,11,1101,2,154,8,1,55,8,,,55,0
4,11,1101,2,154,6,1,39,5,,,20,34
4,11,1102,2,936,5,2,67,2,,,43,0
4,11,1102,2,936,1,1,65,1,,,65,26
4,11,1102,2,936,3,1,57,8,,,57,16
4,11,1102,2,936,2,1,63,3,,,63,16
4,11,1102,2,936,4,1,51,8,,,51,26
4,11,1102,2,936,7,1,53,5,,,53,34
4,11,1102,2,936,6,1,48,8,,,48,26
4,11,1104,2,434,5,2,41,2,,,27,0
4,11,1104,2,434,6,1,55,8,,,55,16
4,11,1104,2,434,7,2,40,2,,,24,0
4,11,1104,2,434,8,1,50,5,,,35,34
4,11,1104,2,434,3,1,48,8,,,48,16
4,11,1104,2,434,2,2,54,3,,,54,0
4,11,1104,2,434,1,1,47,1,,,47,16
4,11,1104,2,434,4,1,43,8,,,43,16
4,11,1104,1,2028,2,1,59,8,,,30,42
4,11,1104,1,2028,6,1,20,11,,"STUDENT",13,26
4,11,1104,1,2028,3,2,40,8,,,7,34
4,11,1104,1,2028,7,1,23,11,,"STUDENT",10,26
4,11,1104,1,2028,5,2,40,2,,,30,26
4,11,1104,1,2028,1,1,60,1,,,35,26
4,11,1104,1,2028,4,2,42,8,,,10,26
4,11,1105,2,100,1,1,54,1,,,54,42
4,11,1105,2,100,3,1,52,8,,,52,16
4,11,1105,2,100,6,1,56,5,,,56,34
4,11,1105,2,100,5,1,38,8,,,38,42
4,11,1105,2,100,4,1,43,8,,,43,16
4,11,1105,2,100,7,2,39,2,,,20,26
4,11,1105,2,100,2,1,46,3,,,46,26
4,11,1106,2,446,3,1,45,5,,,45,34
4,11,1106,2,446,7,1,46,8,,,35,23
4,11,1106,2,446,4,1,53,8,3,,40,26
4,11,1106,2,446,5,1,47,8,,,38,26
4,11,1106,2,446,2,2,38,3,5,,17,34
4,11,1106,2,446,6,2,43,2,,,20,42
4,11,1106,2,446,1,1,65,1,,,60,34
4,11,1107,2,1034,7,1,50,8,,,50,16
4,11,1107,2,1034,5,1,53,8,,,53,26
4,11,1107,2,1034,3,1,53,3,,,53,16
4,11,1107,2,1034,1,1,48,1,,,48,26
4,11,1107,2,1034,4,1,45,8,,,45,16
4,11,1107,2,1034,2,1,45,3,,,45,16
4,11,1107,2,1034,8,2,48,2,,,48,0
4,11,1107,2,1034,6,1,56,8,,,56,16
4,11,1108,2,492,1,1,65,1,,,65,26
4,11,1108,2,492,3,1,62,1,,,62,42
4,11,1108,2,492,6,1,45,8,,,45,16
4,11,1108,2,492,5,2,58,2,,,35,0
4,11,1108,2,492,2,1,58,3,,,58,16
4,11,1108,2,492,4,2,45,9,,,10,26
4,11,1109,2,672,4,1,56,1,,,56,26
4,11,1109,2,672,3,1,61,8,,,53,16
4,11,1109,2,672,5,2,53,2,,,30,26
4,11,1109,2,672,2,1,52,3,,,52,26
4,11,1109,2,672,6,2,51,2,,,28,26
4,11,1109,2,672,1,1,65,1,,,65,26
4,11,1110,2,714,7,2,52,2,,,30,0
4,11,1110,2,714,6,1,38,8,,,38,26
4,11,1110,2,714,2,1,52,1,3,,52,16
4,11,1110,2,714,4,1,43,9,,,20,42
4,11,1110,2,714,8,2,43,2,,,22,0
4,11,1110,2,714,3,1,46,1,,,46,26
4,11,1110,2,714,5,1,47,5,,,18,42
4,11,1110,2,714,1,1,50,1,,,50,16
4,11,1110,2,2752,2,2,32,2,,,12,16
4,11,1110,2,2752,7,1,56,5,,,56,34
4,11,1110,2,2752,3,1,42,3,,,42,16
4,11,1110,2,2752,5,1,47,8,,,47,26
4,11,1110,2,2752,1,1,45,1,,,45,16
4,11,1110,2,2752,6,1,52,1,,,52,26
4,11,1110,2,2752,4,1,50,8,,,50,0
4,11,1112,2,78,6,1,36,8,,,36,26
4,11,1112,2,78,2,1,46,2,,,46,16
4,11,1112,2,78,5,1,44,1,,,44,16
4,11,1112,2,78,7,1,47,8,,,38,16
4,11,1112,2,78,1,1,42,1,,,42,26
4,11,1112,2,78,4,1,50,8,,,50,0
4,11,1112,2,78,3,1,48,9,,,48,26
4,11,1112,2,1952,7,1,45,9,,,10,42
4,11,1112,2,1952,6,2,37,5,,,20,34
4,11,1112,2,1952,2,1,58,1,3,,45,42
4,11,1112,2,1952,4,2,40,2,,,21,26
4,11,1112,2,1952,3,1,54,8,,,54,26
4,11,1112,2,1952,5,1,47,3,,,47,0
4,11,1112,2,1952,1,1,62,1,,,50,16
4,11,1113,2,954,1,1,58,1,,,58,26
4,11,1113,2,954,2,1,55,2,,,55,26
4,11,1113,2,954,6,1,49,8,,,49,26
4,11,1113,2,954,8,2,48,2,,,32,26
4,11,1113,2,954,4,1,53,8,,,50,26
4,11,1113,2,954,5,1,51,5,,,38,34
4,11,1113,2,954,7,1,56,8,1,,56,16
4,11,1113,2,954,3,1,50,1,,,45,16
5,12,1202,1,2146,2,2,49,2,,,10,31
5,12,1202,1,2146,5,2,33,8,,,2,26
5,12,1202,1,2146,4,1,34,7,,,12,26
5,12,1202,1,2146,3,1,46,8,,,8,0
5,12,1202,1,2146,1,1,66,1,,,40,0
5,12,1202,1,2710,1,1,45,1,,,15,16
5,12,1202,1,2710,4,2,37,8,,,15,16
5,12,1202,1,2710,5,2,35,2,,,16,16
5,12,1202,1,2710,3,1,40,6,,,15,16
5,12,1202,1,2710,2,2,35,8,,,7,16
5,12,1204,2,736,5,1,75,11,,"farmer",75,16
5,12,1204,2,736,4,2,53,8,,,40,16
5,12,1204,2,736,3,1,31,6,,,31,26
5,12,1204,2,736,1,1,98,1,,,98,12
5,12,1204,2,736,2,2,90,3,,,90,0
5,12,1208,2,526,1,1,82,1,,,82,0
5,12,1208,2,526,3,1,81,3,,,81,0
5,12,1208,2,526,5,1,57,4,,,57,42
5,12,1208,2,526,2,2,44,2,,,21,16
5,12,1208,2,526,4,1,94,11,,"Clan  Elder",80,0
5,12,1210,2,462,1,1,93,1,,,93,16
5,12,1210,2,462,5,2,61,11,,"community member",61,16
5,12,1210,2,462,3,1,50,6,,,50,26
5,12,1210,2,462,4,2,45,8,,,45,16
5,12,1210,2,462,2,1,50,3,,,50,0
5,12,1211,1,2220,2,2,62,2,,,40,0
5,12,1211,1,2220,5,1,34,8,,,34,42
5,12,1211,1,2220,3,1,26,8,,,26,26
5,12,1211,1,2220,1,1,96,1,,,96,0
5,12,1211,1,2220,4,2,75,9,,,44,33
5,12,1211,1,2856,3,2,75,11,,"Elderly  Sister to HRH",75,16
5,12,1211,1,2856,5,1,46,8,,,46,27
5,12,1211,1,2856,1,1,66,1,,,66,26
5,12,1211,1,2856,4,1,53,11,,"Community Sec",53,26
5,12,1211,1,2856,2,1,80,3,,,80,33
5,12,1212,1,1392,5,1,79,9,,,12,16
5,12,1212,1,1392,4,2,29,8,,,18,23
5,12,1212,1,1392,1,1,74,1,,,37,26
5,12,1212,1,1392,3,2,67,8,,,12,0
5,12,1212,1,1392,2,1,64,8,,,25,16
5,12,1214,2,452,5,1,28,11,,"member",17,41
5,12,1214,2,452,1,1,83,1,,,11,0
5,12,1214,2,452,2,1,43,3,,,43,22
5,12,1214,2,452,3,2,51,2,,,5,16
5,12,1214,2,452,4,2,52,6,,,5,25
5,12,1216,2,618,4,1,46,7,,,13,42
5,12,1216,2,618,1,1,66,1,,,44,42
5,12,1216,2,618,2,1,54,9,,,40,42
5,12,1216,2,618,3,2,35,5,,,5,42
5,12,1216,2,618,5,2,36,8,,,36,42
6,13,1301,1,1206,6,1,48,5,,,16,43
6,13,1301,1,1206,5,1,53,11,,"Engineer",30,42
6,13,1301,1,1206,7,2,30,8,,,15,34
6,13,1301,1,1206,3,1,61,8,3,,20,26
6,13,1301,1,1206,2,1,70,1,,,45,33
6,13,1301,1,1206,8,1,54,5,,,20,43
6,13,1301,1,1206,4,1,35,8,,,28,41
6,13,1301,1,1206,9,1,70,3,,,35,33
6,13,1303,1,626,2,1,68,3,9,,50,42
6,13,1303,1,626,5,1,29,11,,"Student",20,42
6,13,1303,1,626,6,1,52,10,,,32,41
6,13,1303,1,626,7,1,67,11,,"Farmer",50,0
6,13,1303,1,626,4,2,61,8,,,52,16
6,13,1303,1,626,3,1,38,8,,,15,26
6,13,1303,1,626,1,1,58,1,,,45,42
6,13,1305,2,10,6,1,53,9,,,15,43
6,13,1305,2,10,1,1,78,1,,,65,0
6,13,1305,2,10,2,2,74,8,,,60,0
6,13,1305,2,10,3,1,38,8,,,15,42
6,13,1305,2,10,4,2,75,3,8,,45,13
6,13,1305,2,10,5,2,36,7,,,20,42
6,13,1305,1,1232,4,1,35,11,,"student",15,34
6,13,1305,1,1232,3,1,62,11,,"Farmer",30,16
6,13,1305,1,1232,1,1,55,1,,,35,42
6,13,1305,1,1232,6,1,45,11,,"Radio/TV brocaster.",20,42
6,13,1305,1,1232,5,1,60,5,,,20,42
6,13,1305,1,1232,7,1,55,8,,,30,26
6,13,1305,1,1232,2,2,65,8,9,,50,16
6,13,1307,1,268,2,1,45,3,11,"Secretary of the community.",30,42
6,13,1307,1,268,1,1,89,1,,,80,0
6,13,1307,1,268,5,1,55,9,,,40,33
6,13,1307,1,268,4,2,35,8,,,25,34
6,13,1307,1,268,3,1,61,3,,,45,42
6,13,1307,1,268,7,2,41,8,,,30,26
6,13,1307,1,268,6,1,45,8,,,34,26
6,13,1309,2,674,2,1,30,3,,,15,26
6,13,1309,2,674,1,1,61,1,,,45,16
6,13,1309,2,674,5,1,52,11,,"Famer",20,26
6,13,1309,2,674,3,1,48,3,,,15,16
6,13,1309,2,674,7,1,55,3,,,30,16
6,13,1309,2,674,6,1,45,11,,"Farmer",22,16
6,13,1309,2,674,4,2,50,2,,,35,16
6,13,1310,1,1300,7,1,75,3,,,30,33
6,13,1310,1,1300,4,1,60,11,,"Local Government worker",40,34
6,13,1310,1,1300,6,2,55,8,,,35,13
6,13,1310,1,1300,5,1,75,3,,,50,16
6,13,1310,1,1300,8,2,49,8,,,25,23
6,13,1310,1,1300,3,1,80,3,,,45,42
6,13,1310,1,1300,2,1,76,1,,,40,42
6,13,1314,1,6,4,1,60,11,,"Farming",52,16
6,13,1314,1,6,5,2,35,8,,,15,23
6,13,1314,1,6,3,1,68,3,,,50,26
6,13,1314,1,6,2,2,38,8,,,25,26
6,13,1314,1,6,1,1,72,1,,,72,0
6,13,1314,1,6,6,1,55,9,,,15,16
4,14,1401,2,1116,5,2,33,9,,,22,21
4,14,1401,2,1116,1,1,62,1,,,44,11
4,14,1401,2,1116,6,1,67,8,,,55,11
4,14,1401,2,1116,4,2,37,8,,,18,26
4,14,1401,2,1116,2,1,48,1,8,,28,0
4,14,1401,2,1116,3,1,56,8,,,29,1
4,14,1403,1,34,1,1,62,1,,,12,16
4,14,1403,1,34,2,2,49,2,,,12,26
4,14,1403,1,34,4,1,43,8,,,21,26
4,14,1403,1,34,3,1,35,8,,,13,26
4,14,1403,1,34,5,2,28,8,,,14,26
4,14,1404,1,96,2,2,40,8,,,17,25
4,14,1404,1,96,5,1,28,9,8,,10,16
4,14,1404,1,96,6,1,23,8,,,12,26
4,14,1404,1,96,1,1,42,1,,,21,26
4,14,1404,1,96,4,1,37,9,,,15,23
4,14,1404,1,96,3,2,48,9,,,20,26
4,14,1406,2,694,2,1,23,8,,,15,16
4,14,1406,2,694,5,2,27,8,,,20,26
4,14,1406,2,694,3,1,40,8,,,36,16
4,14,1406,2,694,4,2,23,8,,,6,25
4,14,1406,2,694,1,1,55,1,,,26,26
4,14,1407,2,68,2,1,36,7,,,24,26
4,14,1407,2,68,1,1,72,1,,,59,0
4,14,1407,2,68,3,1,29,8,,,22,34
4,14,1407,2,68,5,2,34,8,,,23,26
4,14,1407,2,68,4,2,28,8,,,20,26
4,14,1408,2,968,5,2,31,7,,,23,26
4,14,1408,2,968,3,2,48,8,,,40,16
4,14,1408,2,968,4,1,43,8,,,38,16
4,14,1408,2,968,1,1,74,1,,,73,0
4,14,1408,2,968,2,1,61,8,,,52,16
4,14,1408,2,1996,5,1,31,8,,,28,26
4,14,1408,2,1996,1,1,82,1,,,75,16
4,14,1408,2,1996,3,2,43,8,,,33,26
4,14,1408,2,1996,4,1,48,8,,,41,16
4,14,1408,2,1996,2,2,25,8,,,10,26
4,14,1410,2,236,2,1,40,8,,,37,26
4,14,1410,2,236,1,1,88,1,,,85,0
4,14,1410,2,236,6,2,33,8,,,30,16
4,14,1410,2,236,5,2,31,8,,,24,26
4,14,1410,2,236,3,1,54,8,,,51,13
4,14,1411,2,1066,4,2,31,8,,,27,26
4,14,1411,2,1066,1,1,58,1,,,47,15
4,14,1411,2,1066,5,2,48,8,,,41,23
4,14,1411,2,1066,2,1,24,8,,,20,42
4,14,1411,2,1066,3,1,28,8,,,23,26
4,14,1413,2,670,4,1,63,8,,,53,16
4,14,1413,2,670,2,2,41,2,,,27,26
4,14,1413,2,670,3,2,27,8,,,11,26
4,14,1413,2,670,1,1,61,1,,,42,26
4,14,1413,2,670,5,1,70,8,,,68,0
4,14,1413,1,2578,2,2,68,8,,,52,0
4,14,1413,1,2578,5,1,26,8,,,18,26
4,14,1413,1,2578,3,2,63,8,,,54,0
4,14,1413,1,2578,4,1,55,9,,,43,26
4,14,1413,1,2578,1,1,82,1,,,82,0
4,14,1415,2,156,4,1,33,8,,,23,26
4,14,1415,2,156,3,1,22,8,,,19,26
4,14,1415,2,156,6,2,35,8,,,26,16
4,14,1415,2,156,5,2,28,8,,,18,16
4,14,1415,2,156,2,1,55,1,,,50,26
4,14,1415,2,952,5,1,53,8,,,44,26
4,14,1415,2,952,3,1,52,8,,,41,16
4,14,1415,2,952,1,1,50,1,,,33,26
4,14,1415,2,952,2,2,39,2,,,27,26
4,14,1415,2,952,4,2,38,8,,,28,16
4,14,1416,2,2314,1,1,35,1,,,10,16
4,14,1416,2,2314,5,2,28,8,,,15,26
4,14,1416,2,2314,2,1,20,8,,,13,26
4,14,1416,2,2314,4,1,39,8,,,18,16
4,14,1416,2,2314,3,2,50,8,,,11,15
2,15,1502,2,590,1,1,90,1,,,90,0
2,15,1502,2,590,2,1,75,3,,,75,0
2,15,1502,2,590,8,1,77,3,,,77,0
2,15,1502,2,590,3,1,43,8,,,43,16
2,15,1502,2,590,5,1,83,3,,,83,16
2,15,1502,2,590,7,1,56,9,,,56,26
2,15,1502,2,590,6,1,64,8,,,64,51
2,15,1502,2,590,4,1,50,4,,,50,34
2,15,1503,2,634,1,1,52,1,,,52,27
2,15,1503,2,634,3,1,39,5,,,39,42
2,15,1503,2,634,2,1,68,3,,,68,26
2,15,1503,2,634,4,1,47,8,,,47,0
2,15,1503,2,634,5,1,53,8,,,53,14
2,15,1506,1,148,5,1,70,3,,,70,51
2,15,1506,1,148,3,1,50,3,,,50,51
2,15,1506,1,148,2,1,67,3,,,67,51
2,15,1506,1,148,4,1,42,3,,,42,34
